age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
29;1;2;7;0;1;1;1;8;2;254;3;3;1;2;02.092021;92.201;31.4;0.873;5076.2;1
50;10;1;6;0;1;0;2;5;5;855;2;22;0;0;1.012021;93.994;36.4;4.864;5191.0;1
29;1;1;7;0;1;0;1;5;1;565;1;22;0;0;01.082021;92.893;46.2;1.244;5099.1;1
38;1;2;7;2;1;0;2;6;4;992;1;22;0;0;1.042021;94.465;41.8;4.864;5228.1;1
26;1;2;4;0;0;0;2;5;5;619;2;22;0;0;1.012021;93.994;36.4;4.859;5191.0;1
34;1;2;7;0;0;0;1;9;5;260;3;3;2;2;03.042021;92.379;29.082021;0.773;5017.5;1
41;10;1;6;0;2;2;1;6;4;318;1;4;3;2;02.092021;92.963;40.8;1.262;5076.2;1
32;2;1;2;2;1;0;1;5;3;459;1;22;0;0;01.082021;92.893;46.2;1.281;5099.1;1
57;7;1;7;0;0;1;1;7;2;1441;2;22;0;0;1.042021;93.918;42.7;4.962;5228.1;1
58;2;1;1;2;1;0;2;6;5;570;2;22;0;0;1.042021;94.465;41.8;4.959;5228.1;1
38;10;1;6;0;1;1;1;3;2;63;2;22;0;0;01.082021;92.843;50.0;1.757;5099.1;1
55;3;2;0;2;0;0;2;7;3;542;1;22;0;0;1.042021;93.918;42.7;4.963;5228.1;1
33;1;2;7;0;1;0;2;10;2;166;3;6;2;2;03.042021;92.431;26.092021;0.74;5017.5;1
39;8;1;4;0;1;0;1;5;2;328;2;6;3;2;01.082021;93.876;40.0;0.683;5008.7;1
59;1;1;7;0;0;0;2;10;4;85;1;22;0;0;0.1;93.798;40.4;4.968;5195.8;1
53;3;1;1;0;1;1;1;4;4;398;2;22;0;0;01.082021;93.749;34.6;0.644;5008.7;1
48;5;1;7;0;1;0;1;10;3;294;1;22;1;1;03.042021;92.431;26.092021;0.74;5017.5;1
62;1;1;4;0;0;0;2;3;1;163;2;22;0;0;01.082021;92.843;50.0;1.011952;5099.1;1
24;8;2;4;0;0;0;1;7;2;1150;3;22;0;0;1.042021;93.918;42.7;4.958;5228.1;1
50;10;2;7;0;1;0;2;4;5;634;1;22;0;0;01.082021;93.749;34.6;0.644;5008.7;1
46;1;3;4;0;1;0;1;6;1;372;1;22;0;0;02.092021;92.963;40.8;1.012026;5076.2;1
42;10;1;6;0;0;0;1;5;1;377;1;22;0;0;01.082021;92.893;46.2;1.264;5099.1;1
41;1;1;2;0;0;0;1;4;5;1203;2;22;1;1;01.082021;93.075;47.1;1.479;5099.1;1
56;6;1;4;0;1;1;1;7;5;308;2;22;0;0;02.092021;92.469;33.6;1.059;5076.2;1
32;1;2;7;0;0;0;1;8;3;823;1;22;0;0;1.042021;93.444;36.1;4.965;5228.1;1
57;1;1;0;0;1;0;1;12;3;391;2;22;0;0;3.0;92.713;33.0;0.706;5023.5;1
61;1;1;7;2;1;0;1;6;3;1076;2;22;0;0;02.092021;92.963;40.8;1.012026;5076.2;1
33;1;1;7;0;1;0;1;5;4;165;1;22;1;1;01.082021;92.893;46.2;1.266;5099.1;1
33;8;2;7;0;1;0;1;10;1;252;2;3;2;2;01.012021;94.601;49.5;0.977;4963.6;1
34;1;2;7;0;0;0;1;11;2;169;1;7;2;2;03.042021;92.649;30.012021;0.714;5017.5;1
41;8;1;4;0;1;0;1;5;3;314;2;22;0;0;01.082021;92.893;46.2;1.281;5099.1;1
21;9;2;4;0;0;0;1;10;1;328;1;22;0;0;03.042021;92.431;26.092021;0.739;5017.5;1
38;2;2;4;0;0;0;1;3;3;141;1;22;1;1;01.082021;93.369;34.8;0.655;5008.7;1
44;8;1;0;0;0;1;1;6;1;151;1;22;0;0;02.092021;92.963;40.8;1.012026;5076.2;1
50;1;1;7;0;1;0;1;4;5;160;1;22;0;0;01.082021;93.075;47.1;4.122021;5099.1;1
50;8;1;1;2;1;0;2;5;3;507;1;22;0;0;1.012021;93.994;36.4;4.857;5191.0;1
47;1;1;7;0;0;0;1;8;3;470;1;4;2;2;01.072021;94.027;38.3;0.9;4991.6;1
62;5;3;4;0;0;0;1;8;1;405;1;22;0;0;02.092021;92.201;31.4;0.861;5076.2;1
28;1;3;7;0;1;0;1;5;2;1148;1;22;0;0;01.082021;92.893;46.2;1.327;5099.1;1
39;10;2;7;2;0;1;1;10;5;125;1;22;0;0;03.042021;92.431;26.092021;0.72;5017.5;1
60;1;1;6;0;1;0;1;4;2;571;1;22;0;0;01.082021;93.075;47.1;1.365;5099.1;1
28;1;1;4;0;1;0;1;11;4;254;5;22;0;0;03.042021;92.649;30.012021;0.715;5017.5;1
45;8;2;0;0;0;0;2;4;5;541;1;22;0;0;01.082021;93.075;47.1;1.405;5099.1;1
39;10;2;6;0;0;0;1;7;1;617;2;22;0;0;1.042021;93.918;42.7;1.041996;5228.1;1
59;2;1;1;2;0;0;1;6;3;340;1;22;1;1;02.092021;92.963;40.8;1.012026;5076.2;1
32;10;2;7;0;1;0;1;8;4;645;4;22;0;0;1.042021;93.444;36.1;4.966;5228.1;1
31;2;1;3;0;1;0;2;6;3;704;4;22;0;0;1.042021;94.465;41.8;4.962;5228.1;1
54;6;1;6;2;0;0;1;8;4;95;2;22;0;0;02.092021;92.201;31.4;0.838;5076.2;1
49;10;1;0;0;0;0;1;4;5;378;1;22;0;0;01.082021;93.075;47.1;1.405;5099.1;1
28;8;3;4;2;0;1;1;7;5;278;2;22;0;0;1.042021;93.918;42.7;4.957;5228.1;1
23;2;2;3;0;0;0;1;7;2;250;4;22;1;1;01.072021;94.215;40.3;0.846;4991.6;1
66;6;1;1;0;1;1;2;11;2;1127;1;22;0;0;03.042021;92.649;30.012021;0.714;5017.5;1
48;1;3;7;0;0;0;1;5;4;1062;3;22;0;0;01.082021;92.893;46.2;1.291;5099.1;1
37;5;1;4;0;0;0;1;5;5;292;3;22;0;0;01.082021;93.876;40.0;0.682;5008.7;1
46;8;1;3;0;0;0;1;5;3;984;1;22;1;1;01.082021;92.893;46.2;1.334;5099.1;1
59;6;1;6;0;0;0;1;8;5;218;3;3;1;2;01.072021;94.027;38.3;0.905;4991.6;1
30;3;2;7;0;1;0;1;11;2;531;1;22;1;1;0.1;93.2;42.0;4.076;5195.8;1
37;1;3;7;2;1;0;1;5;1;442;1;22;0;0;01.082021;92.893;46.2;1.244;5099.1;1
27;10;2;7;0;1;0;1;9;2;530;1;3;1;2;01.012021;94.199;37.5;0.879;4963.6;1
58;5;1;7;0;0;0;1;5;2;289;1;3;4;2;01.082021;93.876;40.0;0.683;5008.7;1
30;1;1;7;0;1;1;1;4;2;739;2;22;0;0;01.082021;93.075;47.1;1.483;5099.1;1
29;10;1;4;0;1;0;1;6;5;365;3;22;0;0;02.092021;92.963;40.8;1.268;5076.2;1
54;3;1;6;0;0;0;1;11;4;1855;1;22;0;0;0.1;93.2;42.0;4.153;5195.8;1
22;1;2;7;0;1;0;1;9;1;194;2;22;3;1;01.012021;94.199;37.5;0.882;4963.6;1
48;2;1;3;0;0;0;2;5;1;607;1;22;0;0;1.012021;93.994;36.4;4.858;5191.0;1
32;7;2;7;0;0;0;1;7;2;276;2;22;0;0;02.092021;92.469;33.6;1.072;5076.2;1
29;1;2;0;0;1;0;1;3;1;132;1;22;0;0;01.082021;93.369;34.8;0.652;5008.7;1
55;6;1;4;0;1;0;1;10;2;424;2;7;1;2;03.042021;92.431;26.092021;0.722;5017.5;1
31;2;2;1;0;0;0;2;6;2;590;3;22;0;0;1.042021;94.465;41.8;4.866;5228.1;1
27;1;2;7;0;1;0;1;6;5;266;2;22;1;1;01.072021;94.055;39.8;0.748;4991.6;1
43;2;2;2;0;1;1;1;7;3;1806;4;22;0;0;1.042021;93.918;42.7;4.957;5228.1;1
32;1;2;6;0;1;1;1;5;2;1046;1;22;0;0;01.082021;92.893;46.2;1.327;5099.1;1
47;1;2;7;0;0;0;1;10;1;767;3;22;0;0;01.012021;94.601;49.5;1.0;4963.6;1
37;10;1;6;0;0;1;1;7;5;674;3;22;0;0;1.042021;93.918;42.7;4.957;5228.1;1
35;10;1;4;2;1;0;1;7;4;740;1;22;0;0;1.042021;93.918;42.7;4.962;5228.1;1
32;2;1;6;0;0;0;2;5;2;1119;1;22;0;0;1.012021;93.994;36.4;4.855;5191.0;1
60;1;1;4;0;1;1;1;4;2;482;2;22;0;0;01.082021;93.075;47.1;1.365;5099.1;1
30;2;1;6;0;0;0;1;5;5;1357;4;22;1;1;01.082021;92.893;46.2;1.012025;5099.1;1
80;6;3;4;0;1;0;1;10;2;169;1;22;0;0;03.042021;92.431;26.092021;0.722;5017.5;1
30;1;2;4;0;0;0;1;9;5;219;3;6;1;2;01.012021;94.199;37.5;0.883;4963.6;1
24;10;2;6;0;2;2;1;5;3;311;2;22;0;0;01.082021;92.893;46.2;1.012027;5099.1;1
31;2;1;3;0;1;0;1;5;1;475;1;22;1;1;01.082021;92.893;46.2;1.299;5099.1;1
34;2;1;2;2;0;0;1;7;3;727;3;22;0;0;1.042021;93.918;42.7;4.962;5228.1;1
61;1;1;7;0;1;1;1;4;2;266;5;22;0;0;01.082021;93.075;47.1;1.406;5099.1;1
69;6;3;7;0;1;0;1;4;4;207;2;22;0;0;01.082021;93.075;47.1;1.423;5099.1;1
28;9;2;3;0;1;0;1;3;4;320;1;22;0;0;01.082021;92.843;50.0;1.799;5099.1;1
58;1;1;7;0;0;0;1;9;2;272;4;6;1;2;01.012021;94.199;37.5;0.878;4963.6;1
37;1;1;7;0;0;0;2;7;1;1009;5;22;0;0;1.042021;93.918;42.7;4.962;5228.1;1
30;9;2;4;0;0;0;1;3;5;268;5;10;2;1;01.082021;92.843;50.0;1.011964;5099.1;1
25;10;2;6;0;1;0;1;11;5;712;2;19;1;2;01.012021;94.767;50.8;4.122021;4963.6;1
26;11;2;7;0;1;0;1;8;2;203;1;3;3;2;01.072021;94.027;38.3;0.904;4991.6;1
26;2;1;3;0;0;0;2;6;1;230;3;22;0;0;1.042021;94.465;41.8;4.865;5228.1;1
44;8;3;2;0;1;0;1;8;3;153;3;0;1;2;01.072021;94.027;38.3;0.9;4991.6;1
43;1;2;4;0;0;0;1;11;3;1011;1;22;1;1;0.1;93.2;42.0;4.122021;5195.8;1
53;2;1;1;2;1;0;2;8;4;1186;4;22;0;0;1.042021;93.444;36.1;4.968;5228.1;1
54;4;3;7;0;1;1;1;11;2;653;1;22;0;0;0.1;93.2;42.0;4.076;5195.8;1
31;1;1;4;0;0;1;1;8;1;155;2;4;1;2;02.092021;92.201;31.4;0.884;5076.2;1
26;5;2;7;0;0;0;1;3;2;139;1;22;0;0;01.082021;92.843;50.0;1.011965;5099.1;1
33;10;2;6;0;1;0;1;5;3;519;2;22;2;1;01.082021;92.893;46.2;1.334;5099.1;1
30;1;2;6;0;2;2;1;6;2;246;1;7;1;2;02.092021;92.963;40.8;1.012026;5076.2;1
31;5;2;7;0;1;0;1;11;3;424;2;22;0;0;0.1;93.2;42.0;4.122021;5195.8;1
48;11;1;6;0;0;0;2;5;3;360;1;6;1;2;01.082021;93.876;40.0;0.682;5008.7;1
25;9;2;0;0;0;0;1;6;1;301;3;22;0;0;02.092021;92.963;40.8;1.281;5076.2;1
30;10;1;7;0;1;0;2;5;4;683;2;22;0;0;1.012021;93.994;36.4;4.856;5191.0;1
32;10;1;6;0;0;0;1;4;1;688;2;22;0;0;01.082021;93.749;34.6;0.645;5008.7;1
33;1;2;6;0;1;0;1;5;1;1340;1;22;0;0;01.082021;92.893;46.2;1.244;5099.1;1
80;6;1;1;0;0;0;1;3;5;213;3;6;4;2;01.082021;93.369;34.8;0.649;5008.7;1
38;1;2;4;0;1;0;1;4;2;882;1;6;1;2;01.082021;93.749;34.6;0.659;5008.7;1
45;5;1;0;0;1;0;1;4;4;379;3;7;1;2;01.082021;93.749;34.6;0.642;5008.7;1
44;5;1;7;0;0;0;1;8;4;175;2;22;2;1;02.092021;92.201;31.4;0.883;5076.2;1
43;1;1;7;2;1;0;1;8;4;1332;1;22;0;0;1.042021;93.444;36.1;4.968;5228.1;1
42;1;1;7;0;1;0;1;8;4;1311;2;22;0;0;1.042021;93.444;36.1;4.968;5228.1;1
50;2;1;3;0;1;0;1;4;2;1365;2;22;1;1;01.082021;93.075;47.1;1.011941;5099.1;1
49;2;1;2;0;1;0;2;5;5;1980;2;22;0;0;1.012021;93.994;36.4;4.864;5191.0;1
44;8;3;4;0;1;1;1;4;4;895;1;22;0;0;01.082021;93.075;47.1;1.453;5099.1;1
34;10;3;6;0;1;0;1;5;5;1190;2;22;0;0;01.082021;92.893;46.2;1.012025;5099.1;1
30;1;1;7;0;1;1;1;5;1;742;4;22;0;0;01.082021;92.893;46.2;1.354;5099.1;1
27;10;2;4;0;1;0;1;7;5;784;1;22;0;0;1.042021;93.918;42.7;4.962;5228.1;1
35;7;1;7;0;1;0;1;6;2;269;1;22;0;0;02.092021;92.963;40.8;1.012026;5076.2;1
63;5;1;1;2;1;0;1;11;4;131;4;22;2;1;03.042021;92.649;30.012021;0.715;5017.5;1
52;1;1;7;0;0;0;1;5;2;195;1;22;0;0;01.082021;93.876;40.0;0.677;5008.7;1
28;9;2;3;0;1;0;1;3;4;156;1;22;0;0;01.082021;92.843;50.0;1.799;5099.1;1
38;2;2;4;0;0;0;2;3;4;450;3;6;2;2;01.082021;93.369;34.8;0.652;5008.7;1
33;7;2;7;0;1;0;1;3;1;265;2;22;0;0;01.082021;93.369;34.8;0.652;5008.7;1
58;6;3;7;0;1;0;1;4;3;129;1;22;0;0;01.082021;93.075;47.1;1.415;5099.1;1
30;8;2;4;0;1;0;1;8;2;148;2;22;0;0;02.092021;92.201;31.4;0.873;5076.2;1
25;9;2;4;0;0;0;1;6;1;485;2;22;0;0;01.072021;94.055;39.8;0.72;4991.6;1
41;4;1;4;0;1;0;2;11;5;1074;1;22;0;0;0.1;93.2;42.0;4.021;5195.8;1
53;2;2;3;0;2;2;1;3;2;362;1;9;2;2;01.082021;93.369;34.8;0.643;5008.7;1
34;1;1;7;0;0;0;1;10;5;281;1;22;2;1;03.042021;92.431;26.092021;0.73;5017.5;1
43;1;1;4;0;0;0;2;6;5;1422;10;22;0;0;1.042021;94.465;41.8;4.959;5228.1;1
37;5;1;0;0;0;0;1;12;3;149;3;22;0;0;3.0;92.713;33.0;0.715;5023.5;1
32;1;1;7;0;1;0;1;6;4;712;1;3;2;1;02.092021;92.963;40.8;1.262;5076.2;1
41;7;1;3;0;1;0;1;5;2;1135;3;22;1;1;01.082021;92.893;46.2;1.327;5099.1;1
51;10;2;7;0;0;0;1;6;5;657;1;22;0;0;02.092021;92.963;40.8;1.268;5076.2;1
52;5;1;7;0;0;0;1;8;4;600;1;22;0;0;02.092021;92.201;31.4;0.884;5076.2;1
40;11;1;6;0;0;1;2;9;5;91;1;22;0;0;03.042021;92.379;29.082021;0.773;5017.5;1
38;10;1;6;0;1;0;1;3;5;363;2;10;1;2;01.082021;92.843;50.0;1.726;5099.1;1
66;6;1;6;0;0;1;1;3;4;525;1;21;2;1;01.082021;93.369;34.8;0.655;5008.7;1
50;10;1;6;2;1;1;2;6;5;705;7;22;0;0;1.042021;94.465;41.8;4.959;5228.1;1
82;4;3;1;0;0;0;1;7;3;316;1;22;0;0;01.072021;94.215;40.3;0.881;4991.6;1
55;0;1;1;0;1;0;1;7;2;1298;1;22;0;0;1.042021;93.918;42.7;4.962;5228.1;1
28;10;2;6;0;1;0;1;8;2;78;3;22;0;0;02.092021;92.201;31.4;0.851;5076.2;1
37;1;1;7;0;0;1;1;12;1;206;2;6;1;2;3.0;92.713;33.0;0.706;5023.5;1
26;1;2;7;0;0;0;2;8;1;1087;1;3;1;2;01.072021;94.027;38.3;0.904;4991.6;1
39;8;2;4;0;1;0;1;8;5;308;6;22;0;0;01.072021;94.027;38.3;0.898;4991.6;1
37;1;2;7;0;0;0;1;10;5;416;2;22;0;0;03.042021;92.431;26.092021;0.72;5017.5;1
52;5;1;4;0;0;0;1;8;4;408;1;22;0;0;02.092021;92.201;31.4;0.883;5076.2;1
68;6;3;6;0;1;0;1;10;4;418;2;22;0;0;03.042021;92.431;26.092021;0.728;5017.5;1
36;1;1;7;0;1;0;1;5;4;196;1;22;0;0;01.082021;93.876;40.0;0.697;5008.7;1
57;10;1;4;2;0;0;1;8;5;784;1;22;0;0;1.042021;93.444;36.1;4.966;5228.1;1
33;5;1;6;0;0;0;1;5;2;578;1;22;0;0;01.082021;92.893;46.2;1.266;5099.1;1
48;1;3;3;0;0;0;1;7;4;1424;4;22;0;0;1.042021;93.918;42.7;4.961;5228.1;1
54;2;1;3;0;0;0;1;6;5;258;2;22;0;0;02.092021;92.963;40.8;1.268;5076.2;1
30;10;2;7;0;0;0;1;9;2;327;2;22;0;0;01.012021;94.199;37.5;0.879;4963.6;1
28;10;2;7;0;1;0;1;3;1;120;3;22;0;0;01.082021;92.843;50.0;1.811;5099.1;1
38;8;2;4;0;0;0;1;9;5;256;2;22;0;0;01.012021;94.199;37.5;0.878;4963.6;1
52;10;1;7;0;0;0;1;5;2;211;1;3;4;2;01.082021;93.876;40.0;0.677;5008.7;1
60;6;1;4;0;0;0;1;5;2;181;3;6;1;2;01.082021;93.876;40.0;0.699;5008.7;1
64;6;1;0;0;0;0;1;8;5;252;4;22;0;0;02.092021;92.201;31.4;0.849;5076.2;1
59;1;1;4;0;1;0;1;8;3;1019;2;2;1;2;02.092021;92.201;31.4;0.884;5076.2;1
31;8;1;3;0;1;0;1;7;3;537;1;22;0;0;1.042021;93.918;42.7;4.962;5228.1;1
32;7;2;7;0;1;0;1;12;1;205;4;22;1;1;3.0;92.713;33.0;0.706;5023.5;1
36;1;1;7;0;0;0;1;6;1;174;1;3;1;2;02.092021;92.963;40.8;1.266;5076.2;1
40;1;1;7;0;0;0;1;4;2;815;1;22;0;0;01.082021;93.075;47.1;1.365;5099.1;1
31;10;1;6;0;1;0;2;6;4;208;1;22;0;0;01.072021;94.055;39.8;0.723;4991.6;1
49;7;1;4;0;0;0;1;5;5;532;3;22;0;0;01.082021;92.893;46.2;1.012025;5099.1;1
53;10;2;6;0;1;0;1;11;3;1468;3;22;0;0;0.1;93.2;42.0;4.122021;5195.8;1
33;8;1;4;0;1;0;1;6;3;274;2;12;2;2;01.072021;94.055;39.8;0.767;4991.6;1
33;1;2;7;0;0;0;1;3;4;406;2;22;1;1;01.082021;92.843;50.0;1.614;5099.1;1
45;1;2;7;0;0;0;1;5;5;582;1;3;1;2;01.082021;92.893;46.2;1.259;5099.1;1
49;4;1;1;2;0;1;2;5;3;801;1;22;0;0;1.012021;93.994;36.4;4.858;5191.0;1
52;10;1;6;0;1;0;1;11;5;495;1;3;1;2;03.042021;92.649;30.012021;0.714;5017.5;1
32;8;2;4;0;1;1;1;8;3;253;1;4;2;2;02.092021;92.201;31.4;0.884;5076.2;1
41;1;1;7;0;0;0;1;4;4;463;1;22;0;0;01.082021;93.075;47.1;1.453;5099.1;1
50;7;1;3;0;1;1;1;5;1;673;6;3;1;2;01.082021;92.893;46.2;1.354;5099.1;1
32;1;1;7;0;1;1;1;6;4;384;1;22;0;0;02.092021;92.963;40.8;1.262;5076.2;1
33;8;1;6;0;1;1;1;7;2;630;4;22;0;0;1.042021;93.918;42.7;4.968;5228.1;1
25;9;2;7;0;0;0;1;8;2;184;1;22;0;0;02.092021;92.201;31.4;0.851;5076.2;1
71;4;1;1;0;1;0;1;11;4;193;2;22;0;0;03.042021;92.649;30.012021;0.715;5017.5;1
27;1;2;7;0;1;0;1;4;5;156;2;22;0;0;01.082021;93.075;47.1;1.405;5099.1;1
45;1;3;4;0;1;0;1;11;5;980;2;22;0;0;0.1;93.2;42.0;4.021;5195.8;1
29;11;1;1;0;0;0;2;12;2;805;1;22;0;0;3.0;92.713;33.0;0.714;5023.5;1
26;9;2;6;0;1;0;1;8;4;176;2;22;1;1;02.092021;92.201;31.4;0.883;5076.2;1
54;11;1;4;0;1;0;1;12;3;346;1;22;0;0;3.0;92.713;33.0;0.721;5023.5;1
28;1;2;4;0;0;0;1;6;1;491;2;22;0;0;02.092021;92.963;40.8;1.012026;5076.2;1
39;5;1;7;0;1;0;1;9;2;291;3;22;0;0;01.012021;94.199;37.5;0.884;4963.6;1
43;2;1;2;0;1;0;1;6;1;458;6;22;0;0;02.092021;92.963;40.8;1.281;5076.2;1
33;1;2;7;0;1;0;1;10;5;233;1;22;0;0;03.042021;92.431;26.092021;0.739;5017.5;1
66;6;1;4;0;2;2;1;3;4;881;3;22;1;1;01.082021;93.369;34.8;0.646;5008.7;1
57;10;1;6;0;1;0;2;5;1;483;2;22;0;0;1.012021;93.994;36.4;4.858;5191.0;1
74;6;1;7;0;1;1;1;8;3;232;3;22;0;0;02.092021;92.201;31.4;0.854;5076.2;1
81;6;1;1;0;1;0;1;10;3;621;1;22;2;1;01.012021;94.601;49.5;1.016;4963.6;1
60;1;1;7;0;1;0;1;5;1;1602;2;22;0;0;01.082021;92.893;46.2;1.354;5099.1;1
47;5;1;7;0;1;0;1;9;1;323;1;3;2;2;03.042021;92.379;29.082021;0.771;5017.5;1
25;1;2;7;0;1;1;1;10;5;115;1;22;1;1;03.042021;92.431;26.092021;0.739;5017.5;1
30;2;1;3;0;1;0;1;5;5;487;2;22;0;0;01.082021;92.893;46.2;1.313;5099.1;0
39;8;2;4;0;0;0;2;5;5;346;4;22;0;0;1.012021;93.994;36.4;4.855;5191.0;0
25;8;1;4;0;1;0;2;6;3;227;1;22;0;0;1.042021;94.465;41.8;4.962;5228.1;0
38;8;1;3;0;2;2;2;6;5;17;3;22;0;0;1.042021;94.465;41.8;4.959;5228.1;0
47;1;1;7;0;1;0;1;11;1;58;1;22;0;0;0.1;93.2;42.0;4.191;5195.8;0
32;8;2;7;0;0;0;1;9;2;128;3;22;2;1;01.012021;94.199;37.5;0.884;4963.6;0
32;1;2;7;0;1;0;1;9;1;290;4;22;0;0;01.012021;94.199;37.5;0.879;4963.6;0
41;3;1;7;2;1;0;1;11;1;44;2;22;0;0;0.1;93.2;42.0;4.191;5195.8;0
31;8;3;6;0;0;0;1;11;4;68;1;22;1;1;0.1;93.2;42.0;4.153;5195.8;0
35;2;1;3;2;0;0;2;5;2;170;1;22;0;0;1.012021;93.994;36.4;4.855;5191.0;0
25;8;2;2;2;1;0;1;7;2;301;1;22;0;0;1.042021;93.918;42.7;4.958;5228.1;0
36;7;2;1;0;0;0;1;7;2;148;1;22;0;0;1.042021;93.918;42.7;4.968;5228.1;0
36;1;1;4;0;0;0;2;5;3;97;2;22;0;0;1.012021;93.994;36.4;4.859;5191.0;0
47;2;1;1;0;1;0;2;6;2;211;2;22;0;0;1.042021;94.465;41.8;4.958;5228.1;0
29;1;2;4;0;0;0;1;5;5;553;2;22;0;0;01.082021;92.893;46.2;1.313;5099.1;0
27;8;2;7;0;0;0;1;7;3;698;2;22;0;0;1.042021;93.918;42.7;4.963;5228.1;0
44;1;3;7;0;0;0;1;7;3;191;6;22;0;0;1.042021;93.918;42.7;4.957;5228.1;0
46;1;3;7;0;1;0;2;7;1;59;4;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
45;3;1;7;2;1;1;1;8;1;38;2;22;0;0;1.042021;93.444;36.1;4.965;5228.1;0
55;8;1;2;2;1;0;1;7;4;326;6;22;0;0;1.042021;93.918;42.7;4.962;5228.1;0
29;10;2;7;0;1;1;1;8;3;626;3;22;0;0;1.042021;93.444;36.1;4.967;5228.1;0
40;5;1;4;0;0;1;1;8;3;119;1;22;0;0;1.042021;93.444;36.1;4.965;5228.1;0
44;10;1;6;2;1;0;2;5;5;388;7;22;0;0;1.012021;93.994;36.4;4.864;5191.0;0
36;10;3;6;0;0;0;2;5;3;446;1;22;0;0;1.012021;93.994;36.4;4.856;5191.0;0
28;2;1;2;2;0;0;1;5;1;68;2;22;1;1;01.082021;92.893;46.2;1.299;5099.1;0
47;1;2;0;2;0;0;2;5;2;127;1;22;0;0;1.012021;93.994;36.4;1.041986;5191.0;0
34;1;1;7;0;0;0;1;8;4;109;1;22;0;0;1.042021;93.444;36.1;4.963;5228.1;0
38;10;1;7;0;1;1;1;3;4;113;1;22;1;1;01.082021;92.843;50.0;1.687;5099.1;0
33;8;1;4;2;1;0;2;6;1;393;3;22;0;0;1.042021;94.465;41.8;4.865;5228.1;0
51;10;2;7;0;0;0;1;6;5;151;2;22;0;0;02.092021;92.963;40.8;1.268;5076.2;0
30;2;2;1;2;1;0;2;6;4;256;1;22;0;0;1.042021;94.465;41.8;4.864;5228.1;0
48;10;1;7;0;0;0;1;8;2;42;7;22;0;0;1.042021;93.444;36.1;4.962;5228.1;0
28;2;2;3;0;1;0;2;6;3;525;1;22;0;0;1.042021;94.465;41.8;4.864;5228.1;0
36;2;1;2;0;1;0;2;5;3;57;1;22;0;0;1.012021;93.994;36.4;4.859;5191.0;0
46;5;3;4;0;0;0;1;11;3;499;1;22;0;0;0.1;93.2;42.0;4.122021;5195.8;0
31;10;2;0;0;1;0;1;5;3;84;1;22;1;1;01.082021;92.893;46.2;1.334;5099.1;0
20;9;2;0;0;0;0;1;10;1;137;3;22;3;1;01.012021;94.601;49.5;0.977;4963.6;0
35;8;1;4;2;1;0;1;5;4;31;1;22;0;0;01.082021;92.893;46.2;1.344;5099.1;0
38;2;1;3;2;2;2;2;6;5;430;1;22;0;0;1.042021;94.465;41.8;4.967;5228.1;0
76;6;1;7;0;0;0;1;8;2;126;1;22;1;1;01.072021;94.027;38.3;0.899;4991.6;0
45;3;3;6;0;1;0;1;7;4;211;3;22;0;0;1.042021;93.918;42.7;4.961;5228.1;0
32;4;1;1;0;1;1;1;5;5;340;1;22;0;0;01.082021;92.893;46.2;1.313;5099.1;0
39;5;2;7;2;0;0;1;5;2;412;2;22;0;0;01.082021;92.893;46.2;1.327;5099.1;0
32;1;1;7;0;0;0;2;11;2;132;1;22;0;0;0.1;93.2;42.0;4.592;5195.8;0
29;1;2;3;0;0;0;1;5;1;79;2;22;0;0;01.082021;92.893;46.2;1.299;5099.1;0
44;8;1;6;0;0;0;1;8;1;341;2;22;0;0;1.042021;93.444;36.1;1.041997;5228.1;0
32;8;1;4;0;0;1;1;7;5;157;3;22;0;0;1.042021;93.918;42.7;4.957;5228.1;0
56;6;1;7;0;1;0;1;6;3;252;1;22;2;1;02.092021;92.963;40.8;1.012026;5076.2;0
33;2;1;3;0;1;0;1;5;2;263;1;22;0;0;01.082021;92.893;46.2;1.327;5099.1;0
39;5;1;4;0;0;0;1;8;5;215;3;22;0;0;1.042021;93.444;36.1;4.966;5228.1;0
33;1;2;7;0;1;0;1;5;2;143;1;22;0;0;01.082021;92.893;46.2;1.327;5099.1;0
58;3;3;7;0;0;0;2;6;2;40;2;22;0;0;1.042021;94.465;41.8;4.866;5228.1;0
29;1;2;7;0;1;0;2;6;5;10;27;22;0;0;1.042021;94.465;41.8;4.959;5228.1;0
31;1;1;7;0;1;0;1;8;2;113;1;22;0;0;1.042021;93.444;36.1;4.964;5228.1;0
27;1;1;7;0;0;0;2;5;3;191;5;22;0;0;1.012021;93.994;36.4;4.857;5191.0;0
55;3;1;6;0;1;1;1;10;1;233;1;22;2;1;03.042021;92.431;26.092021;0.739;5017.5;0
37;2;1;3;0;1;0;1;5;3;204;2;22;0;0;01.082021;92.893;46.2;1.334;5099.1;0
46;8;1;4;0;1;0;1;4;1;180;1;22;0;0;01.082021;93.075;47.1;1.405;5099.1;0
42;2;3;2;0;1;0;1;5;3;16;2;22;0;0;01.082021;92.893;46.2;1.281;5099.1;0
35;1;2;7;0;1;0;1;7;1;447;3;22;0;0;1.042021;93.918;42.7;1.041996;5228.1;0
